date,id,o3,pm10,pm25
2021-05-12T23:00:00+10:00,Southport,0.024,8.5,6
2021-05-12T23:00:00+10:00,Southport,0.02,8.7,6
2021-05-12T23:00:00+10:00,Southport,0.016,8.6,6
2021-05-12T22:00:00+10:00,Southport,0.015,8.8,6.2
2021-05-12T22:00:00+10:00,Southport,0.015,8.8,6.2
2021-05-12T22:00:00+10:00,Southport,0.017,8.7,6.2
2021-05-12T21:00:00+10:00,Southport,0.018,8.8,6.3
2021-05-12T21:00:00+10:00,Southport,0.019,8.7,6.4
2021-05-12T21:00:00+10:00,Southport,0.019,8.5,6.3
2021-05-12T20:00:00+10:00,Southport,0.013,8.4,6.2
2021-05-12T20:00:00+10:00,Southport,0.009,8.3,6.1
2021-05-12T20:00:00+10:00,Southport,0.004,7.9,5.7
2021-05-12T19:00:00+10:00,Southport,0.003,7.2,5.1
2021-05-12T19:00:00+10:00,Southport,0.002,6.2,4.2
2021-05-12T19:00:00+10:00,Southport,-9999,4.9,3
2021-05-12T18:00:00+10:00,Southport,0.015,5,3
2021-05-12T18:00:00+10:00,Southport,0.023,5,3
2021-05-12T18:00:00+10:00,Southport,0.025,4.9,2.9
2021-05-12T17:00:00+10:00,Southport,0.026,4.7,2.7
2021-05-12T17:00:00+10:00,Southport,0.026,4.7,2.7
2021-05-12T17:00:00+10:00,Southport,0.024,4.6,2.6
2021-05-12T16:00:00+10:00,Southport,0.023,4.4,2.5
2021-05-12T16:00:00+10:00,Southport,0.021,4.3,2.5
2021-05-12T16:00:00+10:00,Southport,0.011,4.4,2.5
2021-05-12T14:00:00+10:00,Southport,0.002,4.2,2.4
2021-05-12T14:00:00+10:00,Southport,0,4.3,2.4
2021-05-12T14:00:00+10:00,Southport,0.002,4.3,2.5
2021-05-12T13:00:00+10:00,Southport,0.01,4.6,2.7
2021-05-12T13:00:00+10:00,Southport,0.011,4.7,2.8
2021-05-12T13:00:00+10:00,Southport,0.008,4.9,3
2021-05-12T04:00:00+10:00,Southport,0.011,5.1,3.2
2021-05-12T04:00:00+10:00,Southport,0.01,7.3,4
2021-05-12T04:00:00+10:00,Southport,0.005,7.9,4.2
2021-05-12T03:00:00+10:00,Southport,0.003,8.4,4.4
2021-05-12T03:00:00+10:00,Southport,0.002,8.5,4.4
2021-05-12T03:00:00+10:00,Southport,0.012,8.4,4.1
2021-05-12T02:00:00+10:00,Southport,0.013,8.4,4
2021-05-12T02:00:00+10:00,Southport,0.004,8.3,3.9
2021-05-12T02:00:00+10:00,Southport,0.01,8.4,3.9
2021-05-12T01:00:00+10:00,Southport,0.009,8.4,3.8
2021-05-12T01:00:00+10:00,Southport,0.005,8.5,3.6
2021-05-12T01:00:00+10:00,Southport,0,9.1,3.8
2021-05-12T00:00:00+10:00,Southport,-9999,9.4,3.5
2021-05-12T00:00:00+10:00,Southport,0.002,9.7,3.5
2021-05-12T00:00:00+10:00,Southport,0.01,10.1,3.5
2021-05-11T23:00:00+10:00,Southport,0.014,10.4,3.6
2021-05-11T23:00:00+10:00,Southport,0.018,10.7,3.7
2021-05-11T23:00:00+10:00,Southport,0.022,11.1,3.7
2021-05-11T02:00:00+10:00,Southport,0.024,11.4,3.7
2021-05-11T02:00:00+10:00,Southport,0.025,11.2,3.8
2021-05-11T02:00:00+10:00,Southport,0.018,11.2,3.8
2021-05-11T00:00:00+10:00,Southport,0.01,11.3,3.9
2021-05-11T00:00:00+10:00,Southport,0.001,11.2,3.8
2021-05-11T00:00:00+10:00,Southport,0,11.1,3.7
2021-05-10T23:00:00+10:00,Southport,0,11,3.5
2021-05-10T23:00:00+10:00,Southport,0.005,10.9,3.5
2021-05-10T23:00:00+10:00,Southport,0.011,10.9,3.5
2021-05-10T22:00:00+10:00,Southport,0.013,10.9,3.5
2021-05-10T22:00:00+10:00,Southport,0.012,10.9,3.5
2021-05-10T22:00:00+10:00,Southport,0.014,10.7,3.4
2021-05-10T21:00:00+10:00,Southport,0.01,10.8,3.5
2021-05-10T21:00:00+10:00,Southport,0,11.2,3.9
2021-05-10T21:00:00+10:00,Southport,0,11.8,4.5
2021-05-10T20:00:00+10:00,Southport,0,12.3,5.1
2021-05-10T20:00:00+10:00,Southport,0.009,12.2,5.1
2021-05-10T20:00:00+10:00,Southport,0.023,12,5.1
2021-05-10T19:00:00+10:00,Southport,0.026,11.8,5.1
2021-05-10T19:00:00+10:00,Southport,0.028,11.9,5.2
2021-05-10T19:00:00+10:00,Southport,0.028,12.2,5.3
2021-05-10T18:00:00+10:00,Southport,0.028,12.1,5.3
2021-05-10T18:00:00+10:00,Southport,0.028,12.3,5.6
2021-05-10T18:00:00+10:00,Southport,0.026,12.3,5.5
2021-05-10T17:00:00+10:00,Southport,0.023,12.3,5.5
2021-05-10T17:00:00+10:00,Southport,0.016,12.2,5.5
2021-05-10T17:00:00+10:00,Southport,0.001,12.2,5.4
2021-05-10T16:00:00+10:00,Southport,0.001,12.1,5.3
2021-05-10T16:00:00+10:00,Southport,0.002,12,5.3
2021-05-10T16:00:00+10:00,Southport,0.009,12.1,5.4
2021-05-10T15:00:00+10:00,Southport,0.014,12.3,5.6
2021-05-10T15:00:00+10:00,Southport,0.014,12.3,5.5
2021-05-10T15:00:00+10:00,Southport,0.014,12.1,5.4
2021-05-10T14:00:00+10:00,Southport,0.01,12.1,5.4
2021-05-10T14:00:00+10:00,Southport,0.009,12.1,5.3
2021-05-10T14:00:00+10:00,Southport,0.006,12,5.1
2021-05-10T13:00:00+10:00,Southport,0.001,11.3,4.5
2021-05-10T13:00:00+10:00,Southport,0,10.8,3.9
2021-05-10T13:00:00+10:00,Southport,0.005,10.8,4
2021-05-10T12:00:00+10:00,Southport,0.021,10.9,4.1
2021-05-10T12:00:00+10:00,Southport,0.024,11.3,4.2
2021-05-10T12:00:00+10:00,Southport,0.027,11.5,4.3
2021-05-10T11:00:00+10:00,Southport,0.029,11.6,4.3
2021-05-10T11:00:00+10:00,Southport,0.029,11.6,4.4
2021-05-10T11:00:00+10:00,Southport,0.014,11.3,4.3
2021-05-09T13:00:00+10:00,Southport,0.027,11.2,4.2
2021-05-09T13:00:00+10:00,Southport,0.018,11.1,4.2
2021-05-09T13:00:00+10:00,Southport,0.002,10.5,4.1
2021-05-09T12:00:00+10:00,Southport,0,10.2,4
2021-05-09T12:00:00+10:00,Southport,0.011,10.1,4
2021-05-09T12:00:00+10:00,Southport,0.013,10,3.9
2021-05-09T11:00:00+10:00,Southport,0.015,9.8,3.9
2021-05-09T11:00:00+10:00,Southport,0.019,9.8,3.9
2021-05-09T11:00:00+10:00,Southport,0.011,9.8,4.1
2021-05-09T10:00:00+10:00,Southport,0.009,9.6,4.1
2021-05-09T10:00:00+10:00,Southport,0.009,9.5,4.1
2021-05-09T10:00:00+10:00,Southport,0.007,9.3,4.1
2021-05-09T09:00:00+10:00,Southport,0.004,9.3,4.2
2021-05-09T09:00:00+10:00,Southport,0.016,9.1,4.2
2021-05-09T09:00:00+10:00,Southport,0.019,8.8,4.2
2021-05-09T08:00:00+10:00,Southport,0.023,8.3,4.1
2021-05-09T08:00:00+10:00,Southport,0.025,7.8,4
2021-05-09T08:00:00+10:00,Southport,0.026,7.4,4
2021-05-09T07:00:00+10:00,Southport,0.024,7,3.8
2021-05-09T07:00:00+10:00,Southport,0.024,6.8,3.7
2021-05-09T07:00:00+10:00,Southport,0.024,6.7,3.9
2021-05-09T06:00:00+10:00,Southport,0.024,6.6,3.9
2021-05-09T06:00:00+10:00,Southport,0.02,6.7,3.9
2021-05-09T06:00:00+10:00,Southport,0.006,6.7,3.9
2021-05-09T05:00:00+10:00,Southport,0.001,6.5,3.8
2021-05-09T05:00:00+10:00,Southport,0.002,6.4,3.8
2021-05-09T05:00:00+10:00,Southport,0.01,6.4,3.8
2021-05-09T04:00:00+10:00,Southport,0.018,6.6,3.9
2021-05-09T04:00:00+10:00,Southport,0.015,6.6,3.9
2021-05-09T04:00:00+10:00,Southport,0.017,6.7,3.8
2021-05-09T03:00:00+10:00,Southport,0.015,6.6,3.6
2021-05-09T03:00:00+10:00,Southport,0.016,6.6,3.6
2021-05-09T03:00:00+10:00,Southport,0.009,6.8,3.7
2021-05-09T02:00:00+10:00,Southport,0.005,7.4,4.1
2021-05-09T02:00:00+10:00,Southport,0.008,7.5,4.2
2021-05-09T02:00:00+10:00,Southport,0.015,7.7,4.3
2021-05-09T01:00:00+10:00,Southport,0.023,7.9,4.4
2021-05-09T01:00:00+10:00,Southport,0.023,7.9,4.4
2021-05-09T01:00:00+10:00,Southport,0.024,7.9,4.3
2021-05-09T00:00:00+10:00,Southport,0.025,8.1,4.4
2021-05-09T00:00:00+10:00,Southport,0.026,8.4,4.4
2021-05-09T00:00:00+10:00,Southport,0.025,8.5,4.4
2021-05-08T23:00:00+10:00,Southport,0.021,8.6,4.4
2021-05-08T23:00:00+10:00,Southport,0.011,8.8,4.6
2021-05-08T23:00:00+10:00,Southport,0.017,9.2,4.6
2021-05-08T22:00:00+10:00,Southport,0.022,9.2,4.6
2021-05-08T22:00:00+10:00,Southport,0.023,9.1,4.5
2021-05-08T22:00:00+10:00,Southport,0.023,9.1,4.4
2021-05-08T21:00:00+10:00,Southport,0.025,9.2,4.5
2021-05-08T21:00:00+10:00,Southport,0.024,9.2,4.5
2021-05-08T21:00:00+10:00,Southport,0.023,9.3,4.5
2021-05-08T20:00:00+10:00,Southport,0.022,9.3,4.4
2021-05-08T20:00:00+10:00,Southport,0.019,9.4,4.3
2021-05-08T20:00:00+10:00,Southport,0.018,9.4,4.2
2021-05-08T18:00:00+10:00,Southport,0.007,9,3.8
2021-05-08T18:00:00+10:00,Southport,0.01,8.7,3.5
2021-05-08T18:00:00+10:00,Southport,0.01,8.4,3.2
2021-05-08T16:00:00+10:00,Southport,0.021,8.4,2.9
2021-05-08T16:00:00+10:00,Southport,0.025,8.8,2.9
2021-05-08T16:00:00+10:00,Southport,0.026,9,2.9
2021-05-08T15:00:00+10:00,Southport,0.026,8.8,2.9
2021-05-08T15:00:00+10:00,Southport,0.025,8.5,2.7
2021-05-08T15:00:00+10:00,Southport,0.025,8.9,2.7
2021-05-08T14:00:00+10:00,Southport,0.025,9.7,3.1
2021-05-08T14:00:00+10:00,Southport,0.025,9.8,3.2
2021-05-08T14:00:00+10:00,Southport,0.021,10.3,3.8
2021-05-08T13:00:00+10:00,Southport,0.023,10.5,3.9
2021-05-08T13:00:00+10:00,Southport,0.025,10.6,4
2021-05-08T13:00:00+10:00,Southport,0.025,10.8,4.2
2021-05-08T12:00:00+10:00,Southport,0.025,11,4.3
2021-05-08T12:00:00+10:00,Southport,0.025,11.2,4.4
2021-05-08T12:00:00+10:00,Southport,0.024,11.3,4.4
2021-05-08T11:00:00+10:00,Southport,0.024,11.4,4.7
2021-05-08T11:00:00+10:00,Southport,0.015,11.6,4.9
2021-05-08T11:00:00+10:00,Southport,0.006,11.7,4.9
2021-05-08T10:00:00+10:00,Southport,0.017,11.8,4.9
2021-05-08T10:00:00+10:00,Southport,0.022,13,5
2021-05-08T10:00:00+10:00,Southport,0.027,14.1,5.5
2021-05-08T09:00:00+10:00,Southport,0.023,15.9,6.1
2021-05-08T09:00:00+10:00,Southport,0.017,15.5,5.8
2021-05-08T09:00:00+10:00,Southport,0.016,15.9,5.9
2021-05-08T08:00:00+10:00,Southport,0.009,15.9,5.7
2021-05-08T08:00:00+10:00,Southport,0.004,16,5.7
2021-05-08T08:00:00+10:00,Southport,0.001,16.1,5.7
2021-05-08T07:00:00+10:00,Southport,0.007,16.2,5.8
2021-05-08T07:00:00+10:00,Southport,0.027,11,3.8
2021-05-08T07:00:00+10:00,Southport,0.008,10.9,3.7
2021-05-08T06:00:00+10:00,Southport,0.004,10.7,3.6
2021-05-08T06:00:00+10:00,Southport,0.002,10.7,3.6
2021-05-08T06:00:00+10:00,Southport,0.01,10.7,3.6
2021-05-08T05:00:00+10:00,Southport,0.01,10.8,3.6
2021-05-08T05:00:00+10:00,Southport,0.012,10.9,3.6
2021-05-08T05:00:00+10:00,Southport,0.027,9.9,2.8
2021-05-08T02:00:00+10:00,Southport,0.028,9.4,2.5
2021-05-08T02:00:00+10:00,Southport,0.018,7.4,3.1
2021-05-08T02:00:00+10:00,Southport,0.019,7.5,3.1
2021-05-08T01:00:00+10:00,Southport,0.021,7.7,3.3
2021-05-08T01:00:00+10:00,Southport,0.02,7.9,3.4
2021-05-08T01:00:00+10:00,Southport,0.019,7.9,3.5
2021-05-08T00:00:00+10:00,Southport,-9999,8,3.6
2021-05-08T00:00:00+10:00,Southport,0.019,8,3.6
2021-05-08T00:00:00+10:00,Southport,0.02,8.1,3.7
2021-05-07T22:00:00+10:00,Southport,0.023,8.3,3.7
2021-05-07T22:00:00+10:00,Southport,0.023,8.3,3.7
2021-05-07T22:00:00+10:00,Southport,0.027,8.2,3.7
2021-05-07T20:00:00+10:00,Southport,0.028,8,3.5
2021-05-07T20:00:00+10:00,Southport,0.026,7.8,3.3
2021-05-07T20:00:00+10:00,Southport,0.026,7.7,3.1
2021-05-07T19:00:00+10:00,Southport,0.025,7.7,3.1
2021-05-07T19:00:00+10:00,Southport,0.023,7.8,3.1
2021-05-07T19:00:00+10:00,Southport,0.012,7.7,3
2021-05-07T18:00:00+10:00,Southport,0.027,6.8,2.8
2021-05-07T18:00:00+10:00,Southport,0.027,6.8,2.8
2021-05-07T18:00:00+10:00,Southport,0.026,6.8,3
2021-05-07T17:00:00+10:00,Southport,0.022,6.9,3
2021-05-07T17:00:00+10:00,Southport,0.01,6.9,3
2021-05-07T17:00:00+10:00,Southport,0,6.8,2.8
2021-05-07T16:00:00+10:00,Southport,0.004,6.8,2.9
2021-05-07T16:00:00+10:00,Southport,0.008,6.9,2.9
2021-05-07T16:00:00+10:00,Southport,0.011,6.9,2.9
2021-05-07T15:00:00+10:00,Southport,0.012,7,3.1
2021-05-07T15:00:00+10:00,Southport,0.012,7.1,3.2
2021-05-07T15:00:00+10:00,Southport,0.012,7.3,3.4
2021-05-07T14:00:00+10:00,Southport,0.009,7.3,3.4
2021-05-07T14:00:00+10:00,Southport,0.007,7.4,3.5
2021-05-07T14:00:00+10:00,Southport,0.003,7.3,3.4
2021-05-07T13:00:00+10:00,Southport,0.004,7.1,3.2
2021-05-07T13:00:00+10:00,Southport,0.01,7.2,3.2
2021-05-07T13:00:00+10:00,Southport,0.021,7.2,3.2
2021-05-07T12:00:00+10:00,Southport,0.025,7.3,3.3
2021-05-07T12:00:00+10:00,Southport,0.027,7.3,3.1
2021-05-07T12:00:00+10:00,Southport,0.027,7.3,3.1
2021-05-07T11:00:00+10:00,Southport,0.027,7.3,3
2021-05-07T11:00:00+10:00,Southport,0.027,7.4,3
2021-05-07T11:00:00+10:00,Southport,0.027,7.6,3
2021-05-07T09:00:00+10:00,Southport,0.024,7.6,2.9
2021-05-07T09:00:00+10:00,Southport,0.021,7.8,3
2021-05-07T09:00:00+10:00,Southport,0.014,7.8,3
2021-05-07T08:00:00+10:00,Southport,0.008,7.7,2.8
2021-05-07T08:00:00+10:00,Southport,0.004,7.6,2.8
2021-05-07T08:00:00+10:00,Southport,0.005,7.7,2.8
2021-05-07T07:00:00+10:00,Southport,0.009,7.7,2.7
2021-05-07T07:00:00+10:00,Southport,0.011,7.8,2.8
2021-05-07T07:00:00+10:00,Southport,0.013,7.8,2.7
2021-05-07T06:00:00+10:00,Southport,0.012,7.9,2.6
2021-05-07T06:00:00+10:00,Southport,0.01,7.9,2.6
2021-05-07T06:00:00+10:00,Southport,0.01,8,2.6
2021-05-07T05:00:00+10:00,Southport,0.007,8,2.6
2021-05-07T05:00:00+10:00,Southport,0.009,8.2,2.7
2021-05-07T05:00:00+10:00,Southport,0.021,8.9,3.3
2021-05-07T04:00:00+10:00,Southport,0.021,8.9,3.4
2021-05-07T04:00:00+10:00,Southport,0.022,8.9,3.4
2021-05-07T04:00:00+10:00,Southport,0.019,9.1,3.6
2021-05-07T03:00:00+10:00,Southport,0.017,9.1,3.6
2021-05-07T03:00:00+10:00,Southport,0.015,9.1,3.6
2021-05-07T03:00:00+10:00,Southport,0.017,9.2,3.7
2021-05-07T02:00:00+10:00,Southport,0.019,9.3,3.8
2021-05-07T02:00:00+10:00,Southport,0.023,9.5,3.8
2021-05-07T02:00:00+10:00,Southport,0.024,9.6,3.8
2021-05-07T01:00:00+10:00,Southport,0.026,9.4,3.8
2021-05-07T01:00:00+10:00,Southport,0.026,9.3,3.8
2021-05-07T01:00:00+10:00,Southport,0.026,9.1,3.8
2021-05-07T00:00:00+10:00,Southport,0.027,8.9,3.7
2021-05-07T00:00:00+10:00,Southport,0.025,8.7,3.7
2021-05-07T00:00:00+10:00,Southport,0.024,8.5,3.5
2021-05-06T23:00:00+10:00,Southport,0.017,8.3,3.3
2021-05-06T23:00:00+10:00,Southport,0.006,8.1,3.2
2021-05-06T23:00:00+10:00,Southport,0.007,8.1,3.3
2021-05-06T22:00:00+10:00,Southport,0.009,8.1,3.3
2021-05-06T22:00:00+10:00,Southport,0.013,7.9,3.3
2021-05-06T22:00:00+10:00,Southport,0.012,7.8,3.3
2021-05-06T21:00:00+10:00,Southport,0.014,7.8,3.3
2021-05-06T21:00:00+10:00,Southport,0.01,7.3,3
2021-05-06T21:00:00+10:00,Southport,0.009,7.1,2.8
2021-05-06T20:00:00+10:00,Southport,0.011,6.9,2.6
2021-05-06T20:00:00+10:00,Southport,0.017,6.8,2.6
2021-05-06T20:00:00+10:00,Southport,0.021,7,2.9
2021-05-06T19:00:00+10:00,Southport,0.022,7.3,3.2
2021-05-06T19:00:00+10:00,Southport,0.022,7.3,3.3
2021-05-06T19:00:00+10:00,Southport,0.025,6.9,3.2
2021-05-06T18:00:00+10:00,Southport,0.028,6.7,3.1
2021-05-06T18:00:00+10:00,Southport,0.03,6.6,3
2021-05-06T18:00:00+10:00,Southport,0.026,6.6,3
2021-05-06T17:00:00+10:00,Southport,0.026,6.5,2.8
2021-05-06T17:00:00+10:00,Southport,0.025,6.3,2.8
2021-05-06T17:00:00+10:00,Southport,0.024,6.4,2.8
2021-05-06T16:00:00+10:00,Southport,0.016,6.4,2.7
2021-05-06T16:00:00+10:00,Southport,0.009,6.3,2.7
2021-05-06T16:00:00+10:00,Southport,0,6,2.7
2021-05-06T15:00:00+10:00,Southport,0.001,6.1,2.7
2021-05-06T15:00:00+10:00,Southport,0.015,6.2,2.8
2021-05-06T15:00:00+10:00,Southport,0.015,6.1,2.7
2021-05-06T14:00:00+10:00,Southport,0.016,6.1,2.7
2021-05-06T14:00:00+10:00,Southport,0.016,6.2,2.8
2021-05-06T14:00:00+10:00,Southport,0.017,6.3,2.9
2021-05-06T13:00:00+10:00,Southport,0.016,6.5,3
2021-05-06T13:00:00+10:00,Southport,0.005,6.3,2.8
2021-05-06T13:00:00+10:00,Southport,0.003,6.1,2.6
2021-05-06T12:00:00+10:00,Southport,0.018,5.9,2.5
2021-05-06T12:00:00+10:00,Southport,0.024,5.9,2.6
2021-05-06T12:00:00+10:00,Southport,0.026,5.8,2.6
2021-05-06T11:00:00+10:00,Southport,0.026,5.8,2.7
2021-05-06T11:00:00+10:00,Southport,0.026,5.7,2.7
2021-05-06T11:00:00+10:00,Southport,0.025,5.9,2.9
2021-05-06T10:00:00+10:00,Southport,0.024,5.9,2.9
2021-05-06T10:00:00+10:00,Southport,0.024,5.9,3
2021-05-06T10:00:00+10:00,Southport,0.022,6.1,3.1
2021-05-06T09:00:00+10:00,Southport,0.015,6.2,3.3
2021-05-06T09:00:00+10:00,Southport,0.006,6.1,3.2
2021-05-06T09:00:00+10:00,Southport,0.009,6.1,3.2
2021-05-06T08:00:00+10:00,Southport,0.011,6.1,3.3
2021-05-06T08:00:00+10:00,Southport,0.016,6.4,3.5
2021-05-06T08:00:00+10:00,Southport,0.019,6.5,3.7
2021-05-06T07:00:00+10:00,Southport,0.021,6.6,3.8
2021-05-06T07:00:00+10:00,Southport,0.021,6.6,3.8
2021-05-06T07:00:00+10:00,Southport,0.021,6.6,3.7
2021-05-06T05:00:00+10:00,Southport,0.02,6.8,4
2021-05-06T05:00:00+10:00,Southport,0.017,7.3,4.4
2021-05-06T05:00:00+10:00,Southport,0.013,7.5,4.5
2021-05-06T04:00:00+10:00,Southport,0.016,7.9,4.7
2021-05-06T04:00:00+10:00,Southport,0.026,8.1,4.5
2021-05-06T04:00:00+10:00,Southport,0.028,8.3,4.6
2021-05-06T03:00:00+10:00,Southport,0.029,8.6,4.6
2021-05-06T03:00:00+10:00,Southport,0.03,9.1,4.6
2021-05-06T03:00:00+10:00,Southport,0.034,9.4,4.8
2021-05-06T02:00:00+10:00,Southport,0.033,9.6,4.7
2021-05-06T02:00:00+10:00,Southport,0.025,10.1,4.7
2021-05-06T02:00:00+10:00,Southport,0.009,10.7,5.1
2021-05-06T01:00:00+10:00,Southport,0.005,11.2,5.2
2021-05-06T01:00:00+10:00,Southport,0.002,11.6,5.3
2021-05-06T01:00:00+10:00,Southport,0.008,11.5,5.2
2021-05-06T00:00:00+10:00,Southport,0.015,11.5,5.2
2021-05-06T00:00:00+10:00,Southport,0.014,11.3,5
2021-05-06T00:00:00+10:00,Southport,0.015,11,4.7
2021-05-05T22:00:00+10:00,Southport,0.016,10.9,4.6
2021-05-05T22:00:00+10:00,Southport,0.002,4.5,1.8
2021-05-05T22:00:00+10:00,Southport,0.006,4.6,1.8
2021-05-05T21:00:00+10:00,Southport,0.009,4.7,1.8
2021-05-05T21:00:00+10:00,Southport,0.009,4.6,1.6
2021-05-05T21:00:00+10:00,Southport,0.011,4.6,1.5
2021-05-05T20:00:00+10:00,Southport,0.014,4.6,1.5
2021-05-05T20:00:00+10:00,Southport,0.017,4.8,1.6
2021-05-05T20:00:00+10:00,Southport,0.018,6.6,1.9
2021-05-05T19:00:00+10:00,Southport,0.018,6.8,2.1
2021-05-05T19:00:00+10:00,Southport,0.021,7,2.2
2021-05-05T19:00:00+10:00,Southport,0.025,7.2,2.3
2021-05-05T18:00:00+10:00,Southport,0.025,7.6,2.4
2021-05-05T18:00:00+10:00,Southport,0.024,8,2.5
2021-05-05T18:00:00+10:00,Southport,0.024,8.1,2.6
2021-05-05T17:00:00+10:00,Southport,0.024,8.2,2.6
2021-05-05T17:00:00+10:00,Southport,0.024,8.5,2.8
2021-05-05T17:00:00+10:00,Southport,0.013,8.6,2.8
2021-05-05T15:00:00+10:00,Southport,0.013,8.6,2.9
2021-05-05T15:00:00+10:00,Southport,0.014,9,3.1
2021-05-05T15:00:00+10:00,Southport,0.013,9.5,3.3
2021-05-05T14:00:00+10:00,Southport,0.011,9.7,3.5
2021-05-05T14:00:00+10:00,Southport,0.011,9.8,3.7
2021-05-05T14:00:00+10:00,Southport,0.019,10.1,3.9
2021-05-05T13:00:00+10:00,Southport,0.028,10.2,4.1
2021-05-05T13:00:00+10:00,Southport,-9999,10,3.9
2021-05-05T13:00:00+10:00,Southport,0.012,10.2,3.8
2021-05-05T12:00:00+10:00,Southport,0.02,10.5,3.9
2021-05-05T12:00:00+10:00,Southport,0.024,10.8,4
2021-05-05T12:00:00+10:00,Southport,0.029,11.5,4.3
2021-05-05T11:00:00+10:00,Southport,0.026,12.2,4.8
2021-05-05T11:00:00+10:00,Southport,0.026,12.4,5.3
2021-05-05T11:00:00+10:00,Southport,0.026,12.8,5.7
2021-05-05T10:00:00+10:00,Southport,0.025,12.5,5.6
2021-05-05T10:00:00+10:00,Southport,0.008,12.1,5.5
2021-05-05T10:00:00+10:00,Southport,0.003,12.1,5.5
2021-05-05T09:00:00+10:00,Southport,0.002,12.2,5.7
2021-05-05T09:00:00+10:00,Southport,0.008,15.1,8.7
2021-05-05T09:00:00+10:00,Southport,0.005,15.4,8.9
2021-05-05T08:00:00+10:00,Southport,0.009,15.4,9
2021-05-05T08:00:00+10:00,Southport,0.015,15.9,9.4
2021-05-05T08:00:00+10:00,Southport,0.016,16.1,9.5
2021-05-05T07:00:00+10:00,Southport,0.011,16.2,9.4
2021-05-05T07:00:00+10:00,Southport,0.016,16.4,9.3
2021-05-05T07:00:00+10:00,Southport,0.032,16.2,9.1
2021-05-05T06:00:00+10:00,Southport,0.038,15.6,9
2021-05-05T06:00:00+10:00,Southport,0.04,14.8,8.7
2021-05-05T06:00:00+10:00,Southport,0.035,14.5,8.5
2021-05-05T05:00:00+10:00,Southport,0.037,14.3,8.5
2021-05-05T05:00:00+10:00,Southport,0.035,14.1,8.4
2021-05-05T05:00:00+10:00,Southport,0.03,14,8.4
2021-05-05T04:00:00+10:00,Southport,0.026,14.2,8.4
2021-05-05T04:00:00+10:00,Southport,0.029,13.2,7.9
2021-05-05T04:00:00+10:00,Southport,0.026,13.6,7.9
2021-05-05T03:00:00+10:00,Southport,0.026,13.6,7.9
2021-05-05T03:00:00+10:00,Southport,0.019,13.9,7.9
2021-05-05T03:00:00+10:00,Southport,0.012,13.9,7.9
2021-05-05T02:00:00+10:00,Southport,0.009,13.8,7.8
2021-05-05T02:00:00+10:00,Southport,0.003,13.8,7.8
2021-05-05T02:00:00+10:00,Southport,0.007,13.9,7.9
2021-05-04T08:00:00+10:00,Southport,0.01,13.8,7.8
2021-05-04T08:00:00+10:00,Southport,0.011,13.8,7.8
2021-05-04T08:00:00+10:00,Southport,0.011,13.8,7.9
2021-05-04T07:00:00+10:00,Southport,0.007,13.6,7.8
2021-05-04T07:00:00+10:00,Southport,0.01,13.4,7.6
2021-05-04T07:00:00+10:00,Southport,0.003,13.3,7.5
2021-05-04T06:00:00+10:00,Southport,0.002,13.2,7.5
2021-05-04T06:00:00+10:00,Southport,0.009,13.2,7.5
2021-05-04T06:00:00+10:00,Southport,0.001,12.7,7.1
2021-05-04T05:00:00+10:00,Southport,0.003,12.4,7
2021-05-04T05:00:00+10:00,Southport,0.019,11.5,6.6
2021-05-04T05:00:00+10:00,Southport,0.025,10.8,6.4
2021-05-04T04:00:00+10:00,Southport,0.026,10.6,6.5
2021-05-04T04:00:00+10:00,Southport,0.026,10.5,6.5
2021-05-04T04:00:00+10:00,Southport,0.027,10.1,6.4
2021-05-04T03:00:00+10:00,Southport,0.024,9.5,6.2
2021-05-04T03:00:00+10:00,Southport,0.022,9.2,6.1
2021-05-04T03:00:00+10:00,Southport,0.014,8.7,6
2021-05-04T02:00:00+10:00,Southport,0.009,8.5,5.8
2021-05-04T02:00:00+10:00,Southport,0.003,8.4,5.8
2021-05-04T02:00:00+10:00,Southport,0.001,8.3,5.7
2021-05-04T01:00:00+10:00,Southport,0.002,8.4,5.7
2021-05-04T01:00:00+10:00,Southport,0.006,8.4,5.7
2021-05-04T01:00:00+10:00,Southport,0.009,8.7,6
2021-05-04T00:00:00+10:00,Southport,0.009,8.7,6.1
2021-05-04T00:00:00+10:00,Southport,0.006,8.7,6.1
2021-05-04T00:00:00+10:00,Southport,0.006,8.3,5.8
2021-05-03T23:00:00+10:00,Southport,0.009,8.3,5.8
2021-05-03T23:00:00+10:00,Southport,0.014,8.6,5.9
2021-05-03T23:00:00+10:00,Southport,0.016,8.9,6
2021-05-03T22:00:00+10:00,Southport,0.021,9,5.9
2021-05-03T22:00:00+10:00,Southport,0.024,9,5.8
2021-05-03T22:00:00+10:00,Southport,0.028,9.2,5.7
2021-05-03T21:00:00+10:00,Southport,0.027,9.1,5.6
2021-05-03T21:00:00+10:00,Southport,-9999,8.7,5.4
2021-05-03T21:00:00+10:00,Southport,0.023,8.7,5.4
2021-05-03T20:00:00+10:00,Southport,0.022,8.4,5.2
2021-05-03T20:00:00+10:00,Southport,0.014,8.1,5
2021-05-03T20:00:00+10:00,Southport,0.005,8,4.9
2021-05-03T19:00:00+10:00,Southport,0,7.7,4.7
2021-05-03T19:00:00+10:00,Southport,0.003,7.4,4.4
